gene,species,lam
106,Drosophila_melanogaster,true
114,Drosophila_melanogaster,true
152,Hofstenia_miamia,true
152,Mnemiopsis_leidyi,true
183,Ciona_intestinalis,true
224,Peripatopsis_capensis,true
225,Mnemiopsis_leidyi,true
283,Saccoglossus_kowalevskii,true
286,Gallus_gallus,true
291,Gallus_gallus,true
305,Gnathostomula_paradoxa,true
323,Baseodiscus_unicolor,true
345,Homo_sapiens,true
378,Homo_sapiens,true
381,Amphimedon_queenslandica,true
191,Macrodasys_sp,true
348,Mnemiopsis_leidyi,true
191,Adineta_ricciae,true
191,Hofstenia_miamia,true
